Chrom	Start	End	H37rv_GeneID	IntergenicRegion_IsNextTo_PLC_Gene	Intergenic_GeneToTheLeft	Intergenic_GeneToTheLeft_FuncCategory	Intergenic_GeneToTheRight	Intergenic_GeneToTheRight_FuncCategory
NC_000962.3	305809	305824	IntergenicRegion_206_Rv0253-Rv0254c	False	Rv0253	NotExcluded	Rv0254c	NotExcluded
NC_000962.3	306349	306373	IntergenicRegion_207_Rv0254c-Rv0255c	False	Rv0254c	NotExcluded	Rv0255c	NotExcluded
NC_000962.3	307858	307876	IntergenicRegion_208_Rv0255c-Rv0256c	True	Rv0255c	NotExcluded	Rv0256c	PE/PPEs
NC_000962.3	309547	309698	IntergenicRegion_209_Rv0256c-Rv0257	True	Rv0256c	PE/PPEs	Rv0257	Coscolla Repetitive Genes
NC_000962.3	310073	310293	IntergenicRegion_210_Rv0257-Rv0258c	True	Rv0257	Coscolla Repetitive Genes	Rv0258c	NotExcluded
NC_000962.3	310749	310773	IntergenicRegion_211_Rv0258c-Rv0259c	False	Rv0258c	NotExcluded	Rv0259c	NotExcluded
NC_000962.3	312659	312758	IntergenicRegion_212_Rv0260c-Rv0261c	False	Rv0260c	NotExcluded	Rv0261c	NotExcluded
NC_000962.3	314168	314308	IntergenicRegion_213_Rv0261c-Rv0262c	False	Rv0261c	NotExcluded	Rv0262c	NotExcluded
NC_000962.3	314854	314863	IntergenicRegion_214_Rv0262c-Rv0263c	False	Rv0262c	NotExcluded	Rv0263c	NotExcluded
NC_000962.3	315766	315782	IntergenicRegion_215_Rv0263c-Rv0264c	False	Rv0263c	NotExcluded	Rv0264c	NotExcluded
NC_000962.3	316415	316510	IntergenicRegion_216_Rv0264c-Rv0265c	False	Rv0264c	NotExcluded	Rv0265c	NotExcluded
NC_000962.3	317503	317524	IntergenicRegion_217_Rv0265c-Rv0266c	False	Rv0265c	NotExcluded	Rv0266c	NotExcluded
NC_000962.3	321154	321330	IntergenicRegion_218_Rv0266c-Rv0267	False	Rv0266c	NotExcluded	Rv0267	NotExcluded
NC_000962.3	322722	322763	IntergenicRegion_219_Rv0267-Rv0268c	False	Rv0267	NotExcluded	Rv0268c	NotExcluded
NC_000962.3	323273	323337	IntergenicRegion_220_Rv0268c-Rv0269c	False	Rv0268c	NotExcluded	Rv0269c	NotExcluded
NC_000962.3	324531	324566	IntergenicRegion_221_Rv0269c-Rv0270	False	Rv0269c	NotExcluded	Rv0270	NotExcluded
NC_000962.3	326249	326265	IntergenicRegion_222_Rv0270-Rv0271c	False	Rv0270	NotExcluded	Rv0271c	NotExcluded
NC_000962.3	328461	328574	IntergenicRegion_223_Rv0271c-Rv0272c	False	Rv0271c	NotExcluded	Rv0272c	NotExcluded
NC_000962.3	330325	330421	IntergenicRegion_224_Rv0273c-Rv0274	False	Rv0273c	NotExcluded	Rv0274	NotExcluded
NC_000962.3	331658	331747	IntergenicRegion_225_Rv0275c-Rv0276	False	Rv0275c	NotExcluded	Rv0276	NotExcluded
NC_000962.3	332668	332707	IntergenicRegion_226_Rv0276-Rv0277c	True	Rv0276	NotExcluded	Rv0277c	Coscolla Repetitive Genes
NC_000962.3	333136	333159	IntergenicRegion_227_Rv0277c-Rv0277A	True	Rv0277c	Coscolla Repetitive Genes	Rv0277A	NotExcluded
NC_000962.3	333417	333436	IntergenicRegion_228_Rv0277A-Rv0278c	True	Rv0277A	NotExcluded	Rv0278c	PE/PPEs
NC_000962.3	336310	336559	IntergenicRegion_229_Rv0278c-Rv0279c	True	Rv0278c	PE/PPEs	Rv0279c	PE/PPEs
NC_000962.3	339073	339363	IntergenicRegion_230_Rv0279c-Rv0280	True	Rv0279c	PE/PPEs	Rv0280	PE/PPEs
NC_000962.3	340974	340997	IntergenicRegion_231_Rv0280-Rv0281	True	Rv0280	PE/PPEs	Rv0281	NotExcluded
NC_000962.3	341906	342129	IntergenicRegion_232_Rv0281-Rv0282	False	Rv0281	NotExcluded	Rv0282	NotExcluded
NC_000962.3	349932	349934	IntergenicRegion_233_Rv0285-Rv0286	True	Rv0285	PE/PPEs	Rv0286	PE/PPEs
NC_000962.3	351476	351524	IntergenicRegion_234_Rv0286-Rv0287	True	Rv0286	PE/PPEs	Rv0287	NotExcluded
NC_000962.3	351818	351847	IntergenicRegion_235_Rv0287-Rv0288	False	Rv0287	NotExcluded	Rv0288	NotExcluded
NC_000962.3	352138	352148	IntergenicRegion_236_Rv0288-Rv0289	False	Rv0288	NotExcluded	Rv0289	NotExcluded
NC_000962.3	353036	353082	IntergenicRegion_237_Rv0289-Rv0290	False	Rv0289	NotExcluded	Rv0290	NotExcluded
NC_000962.3	358064	358170	IntergenicRegion_238_Rv0293c-Rv0294	False	Rv0293c	NotExcluded	Rv0294	NotExcluded
NC_000962.3	359748	359757	IntergenicRegion_239_Rv0295c-Rv0296c	False	Rv0295c	NotExcluded	Rv0296c	NotExcluded
NC_000962.3	361155	361333	IntergenicRegion_240_Rv0296c-Rv0297	True	Rv0296c	NotExcluded	Rv0297	PE/PPEs
NC_000962.3	363109	363251	IntergenicRegion_241_Rv0297-Rv0298	True	Rv0297	PE/PPEs	Rv0298	NotExcluded
NC_000962.3	363778	363825	IntergenicRegion_242_Rv0299-Rv0300	False	Rv0299	NotExcluded	Rv0300	NotExcluded
NC_000962.3	364469	364604	IntergenicRegion_243_Rv0301-Rv0302	False	Rv0301	NotExcluded	Rv0302	NotExcluded
NC_000962.3	366142	366149	IntergenicRegion_244_Rv0303-Rv0304c	True	Rv0303	NotExcluded	Rv0304c	PE/PPEs
NC_000962.3	372764	372819	IntergenicRegion_245_Rv0304c-Rv0305c	True	Rv0304c	PE/PPEs	Rv0305c	PE/PPEs
NC_000962.3	375711	375913	IntergenicRegion_246_Rv0305c-Rv0306	True	Rv0305c	PE/PPEs	Rv0306	NotExcluded
NC_000962.3	377055	377112	IntergenicRegion_247_Rv0307c-Rv0308	False	Rv0307c	NotExcluded	Rv0308	NotExcluded
NC_000962.3	377829	377930	IntergenicRegion_248_Rv0308-Rv0309	False	Rv0308	NotExcluded	Rv0309	NotExcluded
NC_000962.3	378587	378656	IntergenicRegion_249_Rv0309-Rv0310c	False	Rv0309	NotExcluded	Rv0310c	NotExcluded
NC_000962.3	379148	379171	IntergenicRegion_250_Rv0310c-Rv0311	False	Rv0310c	NotExcluded	Rv0311	NotExcluded
NC_000962.3	380401	380555	IntergenicRegion_251_Rv0311-Rv0312	False	Rv0311	NotExcluded	Rv0312	NotExcluded
NC_000962.3	382418	382489	IntergenicRegion_252_Rv0312-Rv0313	False	Rv0312	NotExcluded	Rv0313	NotExcluded
NC_000962.3	382876	382878	IntergenicRegion_253_Rv0313-Rv0314c	False	Rv0313	NotExcluded	Rv0314c	NotExcluded
NC_000962.3	383541	383601	IntergenicRegion_254_Rv0314c-Rv0315	False	Rv0314c	NotExcluded	Rv0315	NotExcluded
NC_000962.3	384486	384534	IntergenicRegion_255_Rv0315-Rv0316	False	Rv0315	NotExcluded	Rv0316	NotExcluded
NC_000962.3	385149	385172	IntergenicRegion_256_Rv0316-Rv0317c	False	Rv0316	NotExcluded	Rv0317c	NotExcluded
NC_000962.3	385943	386203	IntergenicRegion_257_Rv0317c-MTB000004	False	Rv0317c	NotExcluded	MTB000004	NotExcluded
NC_000962.3	386274	386304	IntergenicRegion_258_MTB000004-Rv0318c	False	MTB000004	NotExcluded	Rv0318c	NotExcluded
NC_000962.3	387099	387147	IntergenicRegion_259_Rv0318c-Rv0319	False	Rv0318c	NotExcluded	Rv0319	NotExcluded
NC_000962.3	387816	387887	IntergenicRegion_260_Rv0319-Rv0320	False	Rv0319	NotExcluded	Rv0320	NotExcluded
NC_000962.3	388550	388581	IntergenicRegion_261_Rv0320-Rv0321	False	Rv0320	NotExcluded	Rv0321	NotExcluded
NC_000962.3	389154	389259	IntergenicRegion_262_Rv0321-Rv0322	False	Rv0321	NotExcluded	Rv0322	NotExcluded
NC_000962.3	391251	391351	IntergenicRegion_263_Rv0323c-Rv0324	False	Rv0323c	NotExcluded	Rv0324	NotExcluded
NC_000962.3	392032	392038	IntergenicRegion_264_Rv0324-Rv0325	False	Rv0324	NotExcluded	Rv0325	NotExcluded
NC_000962.3	392263	392272	IntergenicRegion_265_Rv0325-Rv0326	False	Rv0325	NotExcluded	Rv0326	NotExcluded
NC_000962.3	394045	394110	IntergenicRegion_266_Rv0327c-Rv0328	False	Rv0327c	NotExcluded	Rv0328	NotExcluded
NC_000962.3	395320	395346	IntergenicRegion_267_Rv0329c-Rv0330c	False	Rv0329c	NotExcluded	Rv0330c	NotExcluded
NC_000962.3	396087	396200	IntergenicRegion_268_Rv0330c-Rv0331	False	Rv0330c	NotExcluded	Rv0331	NotExcluded
NC_000962.3	397367	397441	IntergenicRegion_269_Rv0331-Rv0332	False	Rv0331	NotExcluded	Rv0332	NotExcluded
NC_000962.3	398227	398253	IntergenicRegion_270_Rv0332-Rv0333	False	Rv0332	NotExcluded	Rv0333	NotExcluded
NC_000962.3	398628	398657	IntergenicRegion_271_Rv0333-Rv0334	False	Rv0333	NotExcluded	Rv0334	NotExcluded
NC_000962.3	399524	399534	IntergenicRegion_272_Rv0334-Rv0335c	True	Rv0334	NotExcluded	Rv0335c	PE/PPEs
NC_000962.3	400050	400191	IntergenicRegion_273_Rv0335c-Rv0336	True	Rv0335c	PE/PPEs	Rv0336	InsertionSeqs_And_Phages
NC_000962.3	401703	401872	IntergenicRegion_274_Rv0336-Rv0337c	True	Rv0336	InsertionSeqs_And_Phages	Rv0337c	NotExcluded
NC_000962.3	403162	403192	IntergenicRegion_275_Rv0337c-Rv0338c	False	Rv0337c	NotExcluded	Rv0338c	NotExcluded
NC_000962.3	405841	405949	IntergenicRegion_276_Rv0338c-Rv0339c	False	Rv0338c	NotExcluded	Rv0339c	NotExcluded
NC_000962.3	408448	408633	IntergenicRegion_277_Rv0339c-Rv0340	False	Rv0339c	NotExcluded	Rv0340	NotExcluded
NC_000962.3	409173	409361	IntergenicRegion_278_Rv0340-Rv0341	False	Rv0340	NotExcluded	Rv0341	NotExcluded
NC_000962.3	410801	410837	IntergenicRegion_279_Rv0341-Rv0342	False	Rv0341	NotExcluded	Rv0342	NotExcluded
NC_000962.3	414238	414380	IntergenicRegion_280_Rv0343-Rv0344c	False	Rv0343	NotExcluded	Rv0344c	NotExcluded
NC_000962.3	414941	415049	IntergenicRegion_281_Rv0344c-Rv0345	False	Rv0344c	NotExcluded	Rv0345	NotExcluded
NC_000962.3	415460	415501	IntergenicRegion_282_Rv0345-Rv0346c	False	Rv0345	NotExcluded	Rv0346c	NotExcluded
NC_000962.3	416965	417303	IntergenicRegion_283_Rv0346c-Rv0347	False	Rv0346c	NotExcluded	Rv0347	NotExcluded
NC_000962.3	418290	418292	IntergenicRegion_284_Rv0347-Rv0348	False	Rv0347	NotExcluded	Rv0348	NotExcluded
NC_000962.3	418946	418948	IntergenicRegion_285_Rv0348-Rv0349	False	Rv0348	NotExcluded	Rv0349	NotExcluded
NC_000962.3	419608	419834	IntergenicRegion_286_Rv0349-Rv0350	False	Rv0349	NotExcluded	Rv0350	NotExcluded
NC_000962.3	422416	422451	IntergenicRegion_287_Rv0351-Rv0352	False	Rv0351	NotExcluded	Rv0352	NotExcluded
NC_000962.3	424019	424268	IntergenicRegion_288_Rv0353-Rv0354c	True	Rv0353	Coscolla Repetitive Genes	Rv0354c	PE/PPEs
NC_000962.3	424694	424776	IntergenicRegion_289_Rv0354c-Rv0355c	True	Rv0354c	PE/PPEs	Rv0355c	PE/PPEs
NC_000962.3	434679	434829	IntergenicRegion_290_Rv0355c-Rv0356c	True	Rv0355c	PE/PPEs	Rv0356c	NotExcluded
NC_000962.3	436769	436859	IntergenicRegion_291_Rv0357c-Rv0358	False	Rv0357c	NotExcluded	Rv0358	NotExcluded
NC_000962.3	437507	437517	IntergenicRegion_292_Rv0358-Rv0359	False	Rv0358	NotExcluded	Rv0359	NotExcluded
NC_000962.3	438297	438301	IntergenicRegion_293_Rv0359-Rv0360c	False	Rv0359	NotExcluded	Rv0360c	NotExcluded
NC_000962.3	438739	438821	IntergenicRegion_294_Rv0360c-Rv0361	False	Rv0360c	NotExcluded	Rv0361	NotExcluded
NC_000962.3	439649	439870	IntergenicRegion_295_Rv0361-Rv0362	False	Rv0361	NotExcluded	Rv0362	NotExcluded
NC_000962.3	441253	441264	IntergenicRegion_296_Rv0362-Rv0363c	False	Rv0362	NotExcluded	Rv0363c	NotExcluded
NC_000962.3	442299	442394	IntergenicRegion_297_Rv0363c-Rv0364	False	Rv0363c	NotExcluded	Rv0364	NotExcluded
NC_000962.3	444197	444221	IntergenicRegion_298_Rv0365c-Rv0366c	False	Rv0365c	NotExcluded	Rv0366c	NotExcluded
NC_000962.3	444815	444843	IntergenicRegion_299_Rv0366c-Rv0367c	False	Rv0366c	NotExcluded	Rv0367c	NotExcluded
NC_000962.3	445233	445313	IntergenicRegion_300_Rv0367c-Rv0368c	False	Rv0367c	NotExcluded	Rv0368c	NotExcluded
NC_000962.3	446525	446530	IntergenicRegion_301_Rv0368c-Rv0369c	False	Rv0368c	NotExcluded	Rv0369c	NotExcluded
NC_000962.3	447046	447146	IntergenicRegion_302_Rv0369c-Rv0370c	False	Rv0369c	NotExcluded	Rv0370c	NotExcluded
NC_000962.3	449385	449403	IntergenicRegion_303_Rv0372c-Rv0373c	False	Rv0372c	NotExcluded	Rv0373c	NotExcluded
NC_000962.3	452279	452293	IntergenicRegion_304_Rv0374c-Rv0375c	False	Rv0374c	NotExcluded	Rv0375c	NotExcluded
NC_000962.3	453154	453229	IntergenicRegion_305_Rv0375c-Rv0376c	False	Rv0375c	NotExcluded	Rv0376c	NotExcluded
NC_000962.3	454372	454420	IntergenicRegion_306_Rv0376c-Rv0377	False	Rv0376c	NotExcluded	Rv0377	NotExcluded
NC_000962.3	455386	455636	IntergenicRegion_307_Rv0377-Rv0378	False	Rv0377	NotExcluded	Rv0378	NotExcluded
NC_000962.3	455858	455976	IntergenicRegion_308_Rv0378-Rv0379	False	Rv0378	NotExcluded	Rv0379	NotExcluded
NC_000962.3	456192	456267	IntergenicRegion_309_Rv0379-Rv0380c	False	Rv0379	NotExcluded	Rv0380c	NotExcluded
NC_000962.3	456819	456914	IntergenicRegion_310_Rv0380c-Rv0381c	False	Rv0380c	NotExcluded	Rv0381c	NotExcluded
NC_000962.3	457823	457840	IntergenicRegion_311_Rv0381c-Rv0382c	False	Rv0381c	NotExcluded	Rv0382c	NotExcluded
NC_000962.3	458380	458460	IntergenicRegion_312_Rv0382c-Rv0383c	False	Rv0382c	NotExcluded	Rv0383c	NotExcluded
NC_000962.3	459315	459455	IntergenicRegion_313_Rv0383c-Rv0384c	False	Rv0383c	NotExcluded	Rv0384c	NotExcluded
NC_000962.3	462002	462134	IntergenicRegion_314_Rv0384c-Rv0385	False	Rv0384c	NotExcluded	Rv0385	NotExcluded
NC_000962.3	463307	463410	IntergenicRegion_315_Rv0385-Rv0386	False	Rv0385	NotExcluded	Rv0386	NotExcluded
NC_000962.3	466668	466671	IntergenicRegion_316_Rv0386-Rv0387c	False	Rv0386	NotExcluded	Rv0387c	NotExcluded
NC_000962.3	467406	467458	IntergenicRegion_317_Rv0387c-Rv0388c	True	Rv0387c	NotExcluded	Rv0388c	PE/PPEs
NC_000962.3	468001	468334	IntergenicRegion_318_Rv0388c-Rv0389	True	Rv0388c	PE/PPEs	Rv0389	NotExcluded
NC_000962.3	472639	472780	IntergenicRegion_319_Rv0392c-Rv0393	True	Rv0392c	NotExcluded	Rv0393	InsertionSeqs_And_Phages
NC_000962.3	474106	474121	IntergenicRegion_320_Rv0393-Rv0394c	True	Rv0393	InsertionSeqs_And_Phages	Rv0394c	NotExcluded
NC_000962.3	474841	474939	IntergenicRegion_321_Rv0394c-Rv0395	False	Rv0394c	NotExcluded	Rv0395	NotExcluded
NC_000962.3	475344	475349	IntergenicRegion_322_Rv0395-Rv0396	False	Rv0395	NotExcluded	Rv0396	NotExcluded
NC_000962.3	475742	475815	IntergenicRegion_323_Rv0396-Rv0397	True	Rv0396	NotExcluded	Rv0397	InsertionSeqs_And_Phages
NC_000962.3	476184	476393	IntergenicRegion_324_Rv0397-Rv0397A	True	Rv0397	InsertionSeqs_And_Phages	Rv0397A	NotExcluded
NC_000962.3	476642	476678	IntergenicRegion_325_Rv0397A-Rv0398c	False	Rv0397A	NotExcluded	Rv0398c	NotExcluded
NC_000962.3	477320	477326	IntergenicRegion_326_Rv0398c-Rv0399c	False	Rv0398c	NotExcluded	Rv0399c	NotExcluded
NC_000962.3	478556	478565	IntergenicRegion_327_Rv0399c-Rv0400c	False	Rv0399c	NotExcluded	Rv0400c	NotExcluded
NC_000962.3	479753	479788	IntergenicRegion_328_Rv0400c-Rv0401	False	Rv0400c	NotExcluded	Rv0401	NotExcluded
NC_000962.3	480160	480354	IntergenicRegion_329_Rv0401-Rv0402c	False	Rv0401	NotExcluded	Rv0402c	NotExcluded
NC_000962.3	483656	483976	IntergenicRegion_330_Rv0403c-Rv0404	False	Rv0403c	NotExcluded	Rv0404	NotExcluded
NC_000962.3	490705	490782	IntergenicRegion_331_Rv0406c-Rv0407	False	Rv0406c	NotExcluded	Rv0407	NotExcluded
NC_000962.3	495008	495061	IntergenicRegion_332_Rv0409-Rv0410c	False	Rv0409	NotExcluded	Rv0410c	NotExcluded
NC_000962.3	499619	499712	IntergenicRegion_333_Rv0412c-Rv0413	False	Rv0412c	NotExcluded	Rv0413	NotExcluded
NC_000962.3	501018	501147	IntergenicRegion_334_Rv0414c-Rv0415	False	Rv0414c	NotExcluded	Rv0415	NotExcluded
NC_000962.3	503124	503495	IntergenicRegion_335_Rv0417-Rv0418	False	Rv0417	NotExcluded	Rv0418	NotExcluded
NC_000962.3	504998	505085	IntergenicRegion_336_Rv0418-Rv0419	False	Rv0418	NotExcluded	Rv0419	NotExcluded
NC_000962.3	506971	507131	IntergenicRegion_337_Rv0420c-Rv0421c	False	Rv0420c	NotExcluded	Rv0421c	NotExcluded
NC_000962.3	508555	508581	IntergenicRegion_338_Rv0422c-Rv0423c	False	Rv0422c	NotExcluded	Rv0423c	NotExcluded
NC_000962.3	510225	510376	IntergenicRegion_339_Rv0423c-Rv0424c	False	Rv0423c	NotExcluded	Rv0424c	NotExcluded
NC_000962.3	510652	510701	IntergenicRegion_340_Rv0424c-Rv0425c	False	Rv0424c	NotExcluded	Rv0425c	NotExcluded
NC_000962.3	515321	515372	IntergenicRegion_341_Rv0425c-Rv0426c	False	Rv0425c	NotExcluded	Rv0426c	NotExcluded
NC_000962.3	515816	516016	IntergenicRegion_342_Rv0426c-Rv0427c	False	Rv0426c	NotExcluded	Rv0427c	NotExcluded
NC_000962.3	516892	516894	IntergenicRegion_343_Rv0427c-Rv0428c	False	Rv0427c	NotExcluded	Rv0428c	NotExcluded
NC_000962.3	518396	518732	IntergenicRegion_344_Rv0429c-Rv0430	False	Rv0429c	NotExcluded	Rv0430	NotExcluded
NC_000962.3	519041	519072	IntergenicRegion_345_Rv0430-Rv0431	False	Rv0430	NotExcluded	Rv0431	NotExcluded
NC_000962.3	519567	519599	IntergenicRegion_346_Rv0431-Rv0432	False	Rv0431	NotExcluded	Rv0432	NotExcluded
NC_000962.3	520322	520323	IntergenicRegion_347_Rv0432-Rv0433	False	Rv0432	NotExcluded	Rv0433	NotExcluded
NC_000962.3	521454	521513	IntergenicRegion_348_Rv0433-Rv0434	False	Rv0433	NotExcluded	Rv0434	NotExcluded
NC_000962.3	522167	522346	IntergenicRegion_349_Rv0434-Rv0435c	False	Rv0434	NotExcluded	Rv0435c	NotExcluded
NC_000962.3	526082	526142	IntergenicRegion_350_Rv0437c-Rv0438c	False	Rv0437c	NotExcluded	Rv0438c	NotExcluded
NC_000962.3	527360	527378	IntergenicRegion_351_Rv0438c-Rv0439c	False	Rv0438c	NotExcluded	Rv0439c	NotExcluded
NC_000962.3	528314	528607	IntergenicRegion_352_Rv0439c-Rv0440	False	Rv0439c	NotExcluded	Rv0440	NotExcluded
NC_000962.3	530230	530295	IntergenicRegion_353_Rv0440-Rv0441c	False	Rv0440	NotExcluded	Rv0441c	NotExcluded
NC_000962.3	530724	530750	IntergenicRegion_354_Rv0441c-Rv0442c	True	Rv0441c	NotExcluded	Rv0442c	PE/PPEs
NC_000962.3	532214	532395	IntergenicRegion_355_Rv0442c-Rv0443	True	Rv0442c	PE/PPEs	Rv0443	NotExcluded
NC_000962.3	532911	533090	IntergenicRegion_356_Rv0443-Rv0444c	False	Rv0443	NotExcluded	Rv0444c	NotExcluded
NC_000962.3	533789	533832	IntergenicRegion_357_Rv0444c-Rv0445c	False	Rv0444c	NotExcluded	Rv0445c	NotExcluded
NC_000962.3	534396	534444	IntergenicRegion_358_Rv0445c-Rv0446c	False	Rv0445c	NotExcluded	Rv0446c	NotExcluded
NC_000962.3	535215	535223	IntergenicRegion_359_Rv0446c-Rv0447c	False	Rv0446c	NotExcluded	Rv0447c	NotExcluded
NC_000962.3	537169	537228	IntergenicRegion_360_Rv0448c-Rv0449c	False	Rv0448c	NotExcluded	Rv0449c	NotExcluded
NC_000962.3	538548	538587	IntergenicRegion_361_Rv0449c-Rv0450c	False	Rv0449c	NotExcluded	Rv0450c	NotExcluded
NC_000962.3	541910	542141	IntergenicRegion_362_Rv0451c-Rv0452	False	Rv0451c	NotExcluded	Rv0452	NotExcluded
NC_000962.3	542852	543173	IntergenicRegion_363_Rv0452-Rv0453	True	Rv0452	NotExcluded	Rv0453	PE/PPEs
NC_000962.3	544730	544834	IntergenicRegion_364_Rv0453-Rv0454	True	Rv0453	PE/PPEs	Rv0454	NotExcluded
NC_000962.3	545185	545374	IntergenicRegion_365_Rv0454-Rv0455c	False	Rv0454	NotExcluded	Rv0455c	NotExcluded
NC_000962.3	545821	545888	IntergenicRegion_366_Rv0455c-Rv0456c	False	Rv0455c	NotExcluded	Rv0456c	NotExcluded
NC_000962.3	546803	547075	IntergenicRegion_367_Rv0456c-Rv0456A	False	Rv0456c	NotExcluded	Rv0456A	NotExcluded
NC_000962.3	547517	547585	IntergenicRegion_368_Rv0456B-Rv0457c	False	Rv0456B	NotExcluded	Rv0457c	NotExcluded
NC_000962.3	549607	549674	IntergenicRegion_369_Rv0457c-Rv0458	False	Rv0457c	NotExcluded	Rv0458	NotExcluded
NC_000962.3	551689	551748	IntergenicRegion_370_Rv0459-Rv0460	False	Rv0459	NotExcluded	Rv0460	NotExcluded
NC_000962.3	551988	552025	IntergenicRegion_371_Rv0460-Rv0461	False	Rv0460	NotExcluded	Rv0461	NotExcluded
NC_000962.3	552550	552613	IntergenicRegion_372_Rv0461-Rv0462	False	Rv0461	NotExcluded	Rv0462	NotExcluded
NC_000962.3	554008	554015	IntergenicRegion_373_Rv0462-Rv0463	False	Rv0462	NotExcluded	Rv0463	NotExcluded
NC_000962.3	554309	554312	IntergenicRegion_374_Rv0463-Rv0464c	False	Rv0463	NotExcluded	Rv0464c	NotExcluded
NC_000962.3	556306	556457	IntergenicRegion_375_Rv0465c-Rv0466	False	Rv0465c	NotExcluded	Rv0466	NotExcluded
NC_000962.3	557252	557526	IntergenicRegion_376_Rv0466-Rv0467	False	Rv0466	NotExcluded	Rv0467	NotExcluded
NC_000962.3	558813	558894	IntergenicRegion_377_Rv0467-Rv0468	False	Rv0467	NotExcluded	Rv0468	NotExcluded
NC_000962.3	559755	559887	IntergenicRegion_378_Rv0468-Rv0469	False	Rv0468	NotExcluded	Rv0469	NotExcluded
NC_000962.3	560748	560847	IntergenicRegion_379_Rv0469-Rv0470c	False	Rv0469	NotExcluded	Rv0470c	NotExcluded
NC_000962.3	561711	561853	IntergenicRegion_380_Rv0470c-Rv0470A	False	Rv0470c	NotExcluded	Rv0470A	NotExcluded
NC_000962.3	562713	562722	IntergenicRegion_381_Rv0471c-Rv0472c	False	Rv0471c	NotExcluded	Rv0472c	NotExcluded
NC_000962.3	563427	563563	IntergenicRegion_382_Rv0472c-Rv0473	False	Rv0472c	NotExcluded	Rv0473	NotExcluded
NC_000962.3	564934	565020	IntergenicRegion_383_Rv0473-Rv0474	False	Rv0473	NotExcluded	Rv0474	NotExcluded
NC_000962.3	565443	565796	IntergenicRegion_384_Rv0474-Rv0475	False	Rv0474	NotExcluded	Rv0475	NotExcluded
NC_000962.3	566396	566507	IntergenicRegion_385_Rv0475-Rv0476	False	Rv0475	NotExcluded	Rv0476	NotExcluded
NC_000962.3	566771	566775	IntergenicRegion_386_Rv0476-Rv0477	False	Rv0476	NotExcluded	Rv0477	NotExcluded
NC_000962.3	567896	567920	IntergenicRegion_387_Rv0478-Rv0479c	False	Rv0478	NotExcluded	Rv0479c	NotExcluded
NC_000962.3	569806	569987	IntergenicRegion_388_Rv0480c-Rv0481c	False	Rv0480c	NotExcluded	Rv0481c	NotExcluded
NC_000962.3	570512	570538	IntergenicRegion_389_Rv0481c-Rv0482	False	Rv0481c	NotExcluded	Rv0482	NotExcluded
NC_000962.3	571648	571709	IntergenicRegion_390_Rv0482-Rv0483	False	Rv0482	NotExcluded	Rv0483	NotExcluded
NC_000962.3	573801	573983	IntergenicRegion_391_Rv0484c-Rv0485	False	Rv0484c	NotExcluded	Rv0485	NotExcluded
NC_000962.3	575300	575347	IntergenicRegion_392_Rv0485-Rv0486	False	Rv0485	NotExcluded	Rv0486	NotExcluded
NC_000962.3	577338	577663	IntergenicRegion_393_Rv0487-Rv0488	True	Rv0487	Coscolla Repetitive Genes	Rv0488	NotExcluded
NC_000962.3	578269	578425	IntergenicRegion_394_Rv0488-Rv0489	False	Rv0488	NotExcluded	Rv0489	NotExcluded
NC_000962.3	579175	579348	IntergenicRegion_395_Rv0489-Rv0490	True	Rv0489	NotExcluded	Rv0490	Coscolla Repetitive Genes
NC_000962.3	580581	580808	IntergenicRegion_396_Rv0490-Rv0491	True	Rv0490	Coscolla Repetitive Genes	Rv0491	NotExcluded
NC_000962.3	584690	584694	IntergenicRegion_397_Rv0493c-Rv0494	False	Rv0493c	NotExcluded	Rv0494	NotExcluded
NC_000962.3	586314	586393	IntergenicRegion_398_Rv0495c-Rv0496	False	Rv0495c	NotExcluded	Rv0496	NotExcluded
NC_000962.3	588309	588324	IntergenicRegion_399_Rv0497-Rv0498	False	Rv0497	NotExcluded	Rv0498	NotExcluded
NC_000962.3	589167	589182	IntergenicRegion_400_Rv0498-Rv0499	False	Rv0498	NotExcluded	Rv0499	NotExcluded
NC_000962.3	590058	590082	IntergenicRegion_401_Rv0499-Rv0500	False	Rv0499	NotExcluded	Rv0500	NotExcluded
NC_000962.3	590970	591110	IntergenicRegion_402_Rv0500-Rv0500A	False	Rv0500	NotExcluded	Rv0500A	NotExcluded
NC_000962.3	591347	591474	IntergenicRegion_403_Rv0500A-Rv0500B	False	Rv0500A	NotExcluded	Rv0500B	NotExcluded
NC_000962.3	591576	591653	IntergenicRegion_404_Rv0500B-Rv0501	False	Rv0500B	NotExcluded	Rv0501	NotExcluded
NC_000962.3	592784	592790	IntergenicRegion_405_Rv0501-Rv0502	False	Rv0501	NotExcluded	Rv0502	NotExcluded
NC_000962.3	593867	593870	IntergenicRegion_406_Rv0502-Rv0503c	False	Rv0502	NotExcluded	Rv0503c	NotExcluded
NC_000962.3	594779	594801	IntergenicRegion_407_Rv0503c-Rv0504c	False	Rv0503c	NotExcluded	Rv0504c	NotExcluded
NC_000962.3	595302	595463	IntergenicRegion_408_Rv0504c-Rv0505c	False	Rv0504c	NotExcluded	Rv0505c	NotExcluded
NC_000962.3	596585	596758	IntergenicRegion_409_Rv0505c-Rv0506	False	Rv0505c	NotExcluded	Rv0506	NotExcluded
NC_000962.3	600391	600440	IntergenicRegion_410_Rv0508-Rv0509	False	Rv0508	NotExcluded	Rv0509	NotExcluded
