Chrom	Start	End	Strand	H37rv_GeneID	Symbol	Feature	Functional_Category	Is_Pseudogene	Product	PEandPPE_Subfamily	ExcludedGroup_Category
NC_000962.3	207451	208420	+	Rv0176	Rv0176	CDS	cell wall and cell processes	No	Probable conserved Mce associated transmembrane protein	None	NotExcluded
NC_000962.3	208416	208971	+	Rv0177	Rv0177	CDS	conserved hypotheticals	No	Probable conserved Mce associated protein	None	NotExcluded
NC_000962.3	208937	209672	+	Rv0178	Rv0178	CDS	cell wall and cell processes	No	Probable conserved Mce associated membrane protein	None	NotExcluded
NC_000962.3	209702	210812	-	Rv0179c	lprO	CDS	cell wall and cell processes	No	Possible lipoprotein LprO	None	NotExcluded
NC_000962.3	210891	212250	-	Rv0180c	Rv0180c	CDS	cell wall and cell processes	No	Probable conserved transmembrane protein	None	NotExcluded
NC_000962.3	212276	213011	-	Rv0181c	Rv0181c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	213027	214140	-	Rv0182c	sigG	CDS	information pathways	No	Probable alternative RNA polymerase sigma factor SigG (RNA polymerase ECF type sigma factor)	None	NotExcluded
NC_000962.3	214087	214927	+	Rv0183	Rv0183	CDS	intermediary metabolism and respiration	No	Possible lysophospholipase	None	NotExcluded
NC_000962.3	214968	215718	+	Rv0184	Rv0184	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	215714	216224	+	Rv0185	Rv0185	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	216268	218344	+	Rv0186	bglS	CDS	intermediary metabolism and respiration	No	Probable beta-glucosidase BglS (gentiobiase) (cellobiase) (beta-D-glucoside glucohydrolase)	None	NotExcluded
NC_000962.3	218389	218551	-	Rv0186A	mymT	CDS	virulence, detoxification, adaptation	No	Metallothionein, MymT	None	NotExcluded
NC_000962.3	218704	219367	+	Rv0187	Rv0187	CDS	intermediary metabolism and respiration	No	Probable O-methyltransferase	None	NotExcluded
NC_000962.3	219485	219917	+	Rv0188	Rv0188	CDS	cell wall and cell processes	No	Probable conserved transmembrane protein	None	NotExcluded
NC_000962.3	219995	221723	-	Rv0189c	ilvD	CDS	intermediary metabolism and respiration	No	Probable dihydroxy-acid dehydratase IlvD (dad)	None	NotExcluded
NC_000962.3	221870	222161	+	Rv0190	Rv0190	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	222288	223530	+	Rv0191	Rv0191	CDS	cell wall and cell processes	No	Probable conserved integral membrane protein	None	NotExcluded
NC_000962.3	223563	224664	+	Rv0192	Rv0192	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	223606	223909	+	Rv0192A	Rv0192A	CDS	cell wall and cell processes	No	Conserved secreted protein	None	NotExcluded
NC_000962.3	224723	226571	-	Rv0193c	Rv0193c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	226877	230462	+	Rv0194	Rv0194	CDS	cell wall and cell processes	No	Probable transmembrane multidrug efflux pump	None	NotExcluded
NC_000962.3	230898	231534	+	Rv0195	Rv0195	CDS	regulatory proteins	No	Possible two component transcriptional regulatory protein (probably LuxR-family)	None	NotExcluded
NC_000962.3	231646	232231	+	Rv0196	Rv0196	CDS	regulatory proteins	No	Possible transcriptional regulatory protein	None	NotExcluded
NC_000962.3	232230	234519	+	Rv0197	Rv0197	CDS	intermediary metabolism and respiration	No	Possible oxidoreductase	None	NotExcluded
NC_000962.3	234515	236507	-	Rv0198c	zmp1	CDS	intermediary metabolism and respiration	No	Probable zinc metalloprotease Zmp1	None	NotExcluded
NC_000962.3	236549	237209	+	Rv0199	Rv0199	CDS	cell wall and cell processes	No	Probable conserved membrane protein	None	NotExcluded
NC_000962.3	237205	237895	+	Rv0200	Rv0200	CDS	cell wall and cell processes	No	Possible conserved transmembrane protein	None	NotExcluded
NC_000962.3	237891	238395	-	Rv0201c	Rv0201c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	238391	241292	-	Rv0202c	mmpL11	CDS	cell wall and cell processes	No	Probable conserved transmembrane transport protein MmpL11	None	NotExcluded
NC_000962.3	241513	241924	+	Rv0203	Rv0203	CDS	cell wall and cell processes	No	Possible exported protein	None	NotExcluded
NC_000962.3	241975	243214	-	Rv0204c	Rv0204c	CDS	cell wall and cell processes	No	Probable conserved transmembrane protein	None	NotExcluded
NC_000962.3	243383	244487	+	Rv0205	Rv0205	CDS	cell wall and cell processes	No	Probable conserved transmembrane protein	None	NotExcluded
NC_000962.3	244483	247318	-	Rv0206c	mmpL3	CDS	cell wall and cell processes	No	Possible conserved transmembrane transport protein MmpL3	None	NotExcluded
NC_000962.3	247383	248112	-	Rv0207c	Rv0207c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	248114	248906	-	Rv0208c	Rv0208c	CDS	intermediary metabolism and respiration	No	Hypothetical methlytransferase (methylase)	None	NotExcluded
NC_000962.3	249037	250123	+	Rv0209	Rv0209	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	250119	251598	+	Rv0210	Rv0210	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	251781	253602	+	Rv0211	pckA	CDS	intermediary metabolism and respiration	No	Probable iron-regulated phosphoenolpyruvate carboxykinase [GTP] PckA (phosphoenolpyruvate carboxylase) (PEPCK)(pep carboxykinase)	None	NotExcluded
NC_000962.3	253668	254640	-	Rv0212c	nadR	CDS	regulatory proteins	No	Possible transcriptional regulatory protein NadR (probably AsnC-family)	None	NotExcluded
NC_000962.3	254636	255950	-	Rv0213c	Rv0213c	CDS	intermediary metabolism and respiration	No	Possible methyltransferase (methylase)	None	NotExcluded
NC_000962.3	256063	257677	+	Rv0214	fadD4	CDS	lipid metabolism	No	Probable fatty-acid-CoA ligase FadD4 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	None	NotExcluded
NC_000962.3	257782	258856	-	Rv0215c	fadE3	CDS	lipid metabolism	No	Probable acyl-CoA dehydrogenase FadE3	None	NotExcluded
NC_000962.3	258912	259926	+	Rv0216	Rv0216	CDS	intermediary metabolism and respiration	No	Double hotdog hydratase	None	NotExcluded
NC_000962.3	259922	260831	-	Rv0217c	lipW	CDS	intermediary metabolism and respiration	No	Possible esterase LipW	None	NotExcluded
NC_000962.3	260923	262252	+	Rv0218	Rv0218	CDS	cell wall and cell processes	No	Probable conserved transmembrane protein	None	NotExcluded
NC_000962.3	262253	262802	+	Rv0219	Rv0219	CDS	cell wall and cell processes	No	Probable conserved transmembrane protein	None	NotExcluded
NC_000962.3	262811	264023	+	Rv0220	lipC	CDS	intermediary metabolism and respiration	No	Probable esterase LipC	None	NotExcluded
NC_000962.3	264066	265476	+	Rv0221	Rv0221	CDS	lipid metabolism	No	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	None	NotExcluded
NC_000962.3	265506	266295	+	Rv0222	echA1	CDS	lipid metabolism	No	Probable enoyl-CoA hydratase EchA1 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	None	NotExcluded
NC_000962.3	266300	267764	-	Rv0223c	Rv0223c	CDS	intermediary metabolism and respiration	No	Probable aldehyde dehydrogenase	None	NotExcluded
NC_000962.3	267862	268627	-	Rv0224c	Rv0224c	CDS	intermediary metabolism and respiration	No	Possible methyltransferase (methylase)	None	NotExcluded
NC_000962.3	268662	269817	+	Rv0225	Rv0225	CDS	cell wall and cell processes	No	Possible conserved protein	None	NotExcluded
NC_000962.3	269833	271564	-	Rv0226c	Rv0226c	CDS	cell wall and cell processes	No	Probable conserved transmembrane protein	None	NotExcluded
NC_000962.3	271573	272839	-	Rv0227c	Rv0227c	CDS	cell wall and cell processes	No	Probable conserved membrane protein	None	NotExcluded
NC_000962.3	273054	274278	+	Rv0228	Rv0228	CDS	intermediary metabolism and respiration	No	Probable integral membrane acyltransferase	None	NotExcluded
NC_000962.3	274305	274986	-	Rv0229c	Rv0229c	CDS	cell wall and cell processes	No	Possible conserved membrane protein with PIN domain	None	NotExcluded
NC_000962.3	274982	275963	-	Rv0230c	php	CDS	lipid metabolism	No	Probable phosphotriesterase Php (parathion hydrolase) (PTE) (aryldialkylphosphatase) (paraoxonase) (a-esterase) (aryltriphosphatase) (paraoxon hydrolase)	None	NotExcluded
NC_000962.3	276057	277764	+	Rv0231	fadE4	CDS	lipid metabolism	No	Probable acyl-CoA dehydrogenase FadE4	None	NotExcluded
NC_000962.3	277898	278588	+	Rv0232	Rv0232	CDS	regulatory proteins	No	Probable transcriptional regulatory protein (probably TetR/AcrR-family)	None	NotExcluded
NC_000962.3	278584	279529	+	Rv0233	nrdB	CDS	information pathways	No	Ribonucleoside-diphosphate reductase (beta chain) NrdB (ribonucleotide reductase small chain)	None	NotExcluded
NC_000962.3	279604	281140	-	Rv0234c	gabD1	CDS	intermediary metabolism and respiration	No	Succinate-semialdehyde dehydrogenase [NADP+] dependent (SSDH) GabD1	None	NotExcluded
NC_000962.3	281165	282614	-	Rv0235c	Rv0235c	CDS	cell wall and cell processes	No	Probable conserved transmembrane protein	None	NotExcluded
NC_000962.3	282648	286851	-	Rv0236c	aftD	CDS	cell wall and cell processes	No	Possible arabinofuranosyltransferase AftD	None	NotExcluded
NC_000962.3	286897	287071	-	Rv0236A	Rv0236A	CDS	cell wall and cell processes	No	Small secreted protein	None	NotExcluded
NC_000962.3	287185	288352	+	Rv0237	lpqI	CDS	cell wall and cell processes	No	Probable conserved lipoprotein LpqI	None	NotExcluded
NC_000962.3	288427	289042	+	Rv0238	Rv0238	CDS	regulatory proteins	No	Possible transcriptional regulatory protein (probably TetR-family)	None	NotExcluded
NC_000962.3	289103	289337	+	Rv0239	vapB24	CDS	virulence, detoxification, adaptation	No	Possible antitoxin VapB24	None	NotExcluded
NC_000962.3	289344	289782	+	Rv0240	vapC24	CDS	virulence, detoxification, adaptation	No	Possible toxin VapC24. Contains PIN domain.	None	NotExcluded
NC_000962.3	289811	290654	-	Rv0241c	htdX	CDS	intermediary metabolism and respiration	No	Probable 3-hydroxyacyl-thioester dehydratase HtdX	None	NotExcluded
NC_000962.3	290664	292029	-	Rv0242c	fabG4	CDS	lipid metabolism	No	Probable 3-oxoacyl-[acyl-carrier protein] reductase FabG4 (3-ketoacyl-acyl carrier protein reductase)	None	NotExcluded
NC_000962.3	292170	293493	+	Rv0243	fadA2	CDS	lipid metabolism	No	Probable acetyl-CoA acyltransferase FadA2 (3-ketoacyl-CoA thiolase) (beta-ketothiolase)	None	NotExcluded
NC_000962.3	293797	295633	-	Rv0244c	fadE5	CDS	lipid metabolism	No	Probable acyl-CoA dehydrogenase FadE5	None	NotExcluded
NC_000962.3	296004	296493	+	Rv0245	Rv0245	CDS	intermediary metabolism and respiration	No	Possible oxidoreductase	None	NotExcluded
NC_000962.3	296808	298119	+	Rv0246	Rv0246	CDS	cell wall and cell processes	No	Probable conserved integral membrane protein	None	NotExcluded
NC_000962.3	298115	298862	-	Rv0247c	Rv0247c	CDS	intermediary metabolism and respiration	No	Probable succinate dehydrogenase [iron-sulfur subunit] (succinic dehydrogenase)	None	NotExcluded
NC_000962.3	298862	300803	-	Rv0248c	Rv0248c	CDS	intermediary metabolism and respiration	No	Probable succinate dehydrogenase [iron-sulfur subunit] (succinic dehydrogenase)	None	NotExcluded
NC_000962.3	300833	301655	-	Rv0249c	Rv0249c	CDS	intermediary metabolism and respiration	No	Probable succinate dehydrogenase [membrane anchor subunit] (succinic dehydrogenase)	None	NotExcluded
NC_000962.3	301734	302028	-	Rv0250c	Rv0250c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	302172	302652	-	Rv0251c	hsp	CDS	virulence, detoxification, adaptation	No	Heat shock protein Hsp (heat-stress-induced ribosome-binding protein A)	None	NotExcluded
NC_000962.3	302865	305427	+	Rv0252	nirB	CDS	intermediary metabolism and respiration	No	Probable nitrite reductase [NAD(P)H] large subunit [FAD flavoprotein] NirB	None	NotExcluded
NC_000962.3	305452	305809	+	Rv0253	nirD	CDS	intermediary metabolism and respiration	No	Probable nitrite reductase [NAD(P)H] small subunit NirD	None	NotExcluded
NC_000962.3	305824	306349	-	Rv0254c	cobU	CDS	intermediary metabolism and respiration	No	Probable bifunctional cobalamin biosynthesis protein CobU: cobinamide kinase + cobinamide phosphate guanylyltransferase	None	NotExcluded
NC_000962.3	306373	307858	-	Rv0255c	cobQ1	CDS	intermediary metabolism and respiration	No	Probable cobyric acid synthase CobQ1	None	NotExcluded
NC_000962.3	307876	309547	-	Rv0256c	PPE2	CDS	PE/PPE	No	PPE family protein PPE2	PPE_SL-2_PPE-PPW	PE/PPEs
NC_000962.3	309698	310073	+	Rv0257	Rv0257	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	Coscolla Repetitive Genes
NC_000962.3	310293	310749	-	Rv0258c	Rv0258c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	310773	311517	-	Rv0259c	Rv0259c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	311513	312659	-	Rv0260c	Rv0260c	CDS	regulatory proteins	No	Possible transcriptional regulatory protein	None	NotExcluded
NC_000962.3	312758	314168	-	Rv0261c	narK3	CDS	cell wall and cell processes	No	Probable integral membrane nitrite extrusion protein NarK3 (nitrite facilitator)	None	NotExcluded
NC_000962.3	314308	314854	-	Rv0262c	aac	CDS	virulence, detoxification, adaptation	No	Aminoglycoside 2'-N-acetyltransferase Aac (Aac(2')-IC)	None	NotExcluded
NC_000962.3	314863	315766	-	Rv0263c	Rv0263c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	315782	316415	-	Rv0264c	Rv0264c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	316510	317503	-	Rv0265c	Rv0265c	CDS	cell wall and cell processes	No	Probable periplasmic iron-transport lipoprotein	None	NotExcluded
NC_000962.3	317524	321154	-	Rv0266c	oplA	CDS	intermediary metabolism and respiration	No	Probable 5-oxoprolinase OplA (5-oxo-L-prolinase) (pyroglutamase) (5-OPASE)	None	NotExcluded
NC_000962.3	321330	322722	+	Rv0267	narU	CDS	cell wall and cell processes	No	Probable integral membrane nitrite extrusion protein NarU (nitrite facilitator)	None	NotExcluded
NC_000962.3	322763	323273	-	Rv0268c	Rv0268c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	323337	324531	-	Rv0269c	Rv0269c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	324566	326249	+	Rv0270	fadD2	CDS	lipid metabolism	No	Probable fatty-acid-CoA ligase FadD2 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	None	NotExcluded
NC_000962.3	326265	328461	-	Rv0271c	fadE6	CDS	lipid metabolism	No	Probable acyl-CoA dehydrogenase FadE6	None	NotExcluded
NC_000962.3	328574	329708	-	Rv0272c	Rv0272c	CDS	conserved hypotheticals	No	Unknown protein	None	NotExcluded
NC_000962.3	329704	330325	-	Rv0273c	Rv0273c	CDS	regulatory proteins	No	Possible transcriptional regulatory protein	None	NotExcluded
NC_000962.3	330421	331003	+	Rv0274	Rv0274	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	330932	331658	-	Rv0275c	Rv0275c	CDS	regulatory proteins	No	Possible transcriptional regulatory protein (possibly TetR-family)	None	NotExcluded
NC_000962.3	331747	332668	+	Rv0276	Rv0276	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	332707	333136	-	Rv0277c	vapC25	CDS	virulence, detoxification, adaptation	No	Possible toxin VapC25. Contains PIN domain.	None	Coscolla Repetitive Genes
NC_000962.3	333159	333417	-	Rv0277A	vapB25	CDS	virulence, detoxification, adaptation	Yes	Possible antitoxin VapB25	None	NotExcluded
NC_000962.3	333436	336310	-	Rv0278c	PE_PGRS3	CDS	PE/PPE	No	PE-PGRS family protein PE_PGRS3	PE_V_PGRS	PE/PPEs
NC_000962.3	336559	339073	-	Rv0279c	PE_PGRS4	CDS	PE/PPE	No	PE-PGRS family protein PE_PGRS4	PE_V_PGRS	PE/PPEs
NC_000962.3	339363	340974	+	Rv0280	PPE3	CDS	PE/PPE	No	PPE family protein PPE3	PPE_SL-2_PPE-PPW	PE/PPEs
NC_000962.3	340997	341906	+	Rv0281	Rv0281	CDS	lipid metabolism	No	Possible S-adenosylmethionine-dependent methyltransferase	None	NotExcluded
NC_000962.3	342129	344025	+	Rv0282	eccA3	CDS	cell wall and cell processes	No	ESX conserved component EccA3. ESX-3 type VII secretion system protein.	None	NotExcluded
NC_000962.3	344021	345638	+	Rv0283	eccB3	CDS	cell wall and cell processes	No	ESX conserved component EccB3. ESX-3 type VII secretion system protein. Possible membrane protein.	None	NotExcluded
NC_000962.3	345634	349627	+	Rv0284	eccC3	CDS	cell wall and cell processes	No	ESX conserved component EccC3. ESX-3 type VII secretion system protein. Possible membrane protein.	None	NotExcluded
NC_000962.3	349623	349932	+	Rv0285	PE5	CDS	PE/PPE	No	PE family protein PE5	PE_II_	PE/PPEs
NC_000962.3	349934	351476	+	Rv0286	PPE4	CDS	PE/PPE	No	PPE family protein PPE4	PPE_SL-2_PPE-PPW	PE/PPEs
NC_000962.3	351524	351818	+	Rv0287	esxG	CDS	cell wall and cell processes	No	ESAT-6 like protein EsxG (conserved protein TB9.8)	None	NotExcluded
NC_000962.3	351847	352138	+	Rv0288	esxH	CDS	cell wall and cell processes	No	Low molecular weight protein antigen 7 EsxH (10 kDa antigen) (CFP-7) (protein TB10.4)	None	NotExcluded
NC_000962.3	352148	353036	+	Rv0289	espG3	CDS	cell wall and cell processes	No	ESX-3 secretion-associated protein EspG3	None	NotExcluded
NC_000962.3	353082	354501	+	Rv0290	eccD3	CDS	cell wall and cell processes	No	ESX conserved component EccD3. ESX-3 type VII secretion system protein. Probable transmembrane protein.	None	NotExcluded
NC_000962.3	354497	355883	+	Rv0291	mycP3	CDS	intermediary metabolism and respiration	No	Probable membrane-anchored mycosin MycP3 (serine protease) (subtilisin-like protease) (subtilase-like) (mycosin-3)	None	NotExcluded
NC_000962.3	355879	356875	+	Rv0292	eccE3	CDS	cell wall and cell processes	No	ESX conserved component EccE3. ESX-3 type VII secretion system protein. Probable transmembrane protein.	None	NotExcluded
NC_000962.3	356861	358064	-	Rv0293c	Rv0293c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	358170	358956	+	Rv0294	tam	CDS	intermediary metabolism and respiration	No	Probable trans-aconitate methyltransferase Tam	None	NotExcluded
NC_000962.3	358944	359748	-	Rv0295c	Rv0295c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	359757	361155	-	Rv0296c	Rv0296c	CDS	intermediary metabolism and respiration	No	Probable sulfatase	None	NotExcluded
NC_000962.3	361333	363109	+	Rv0297	PE_PGRS5	CDS	PE/PPE	No	PE-PGRS family protein PE_PGRS5	PE_V_PGRS	PE/PPEs
NC_000962.3	363251	363479	+	Rv0298	Rv0298	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	363475	363778	+	Rv0299	Rv0299	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	363825	364047	+	Rv0300	vapB2	CDS	virulence, detoxification, adaptation	No	Possible antitoxin VapB2	None	NotExcluded
NC_000962.3	364043	364469	+	Rv0301	vapC2	CDS	virulence, detoxification, adaptation	No	Possible toxin VapC2	None	NotExcluded
NC_000962.3	364604	365237	+	Rv0302	Rv0302	CDS	regulatory proteins	No	Probable transcriptional regulatory protein (probably TetR/AcrR-family)	None	NotExcluded
NC_000962.3	365233	366142	+	Rv0303	Rv0303	CDS	intermediary metabolism and respiration	No	Probable dehydrogenase/reductase	None	NotExcluded
NC_000962.3	366149	372764	-	Rv0304c	PPE5	CDS	PE/PPE	No	PPE family protein PPE5	None	PE/PPEs
NC_000962.3	372819	375711	-	Rv0305c	PPE6	CDS	PE/PPE	No	PPE family protein PPE6	PPE_SL-5_PPE-MPTR	PE/PPEs
NC_000962.3	375913	376585	+	Rv0306	Rv0306	CDS	intermediary metabolism and respiration	No	Putative oxidoreductase	None	NotExcluded
NC_000962.3	376572	377055	-	Rv0307c	Rv0307c	CDS	conserved hypotheticals	No	Unknown protein	None	NotExcluded
