lineage,position,gene_coordinate,allele_change,codon_number,codon_change,amino_acid_change,locus_Id,gene_name,mutation_type,essential,diagnostic_snp
lineage1,2696977,738,G/C,246,GCC/GCG,A/A,Rv2400c,subI,syn,essential,yes
lineage1,2704291,147,G/A,49,ATC/ATT,I/I,Rv2406c,0,syn,nonessential,no
lineage1,2726051,37,G/A,13,CTT/TTT,L/F,Rv2427A,oxyR',nonsyn,nonessential,no
lineage1,2727037,232,A/T,78,ATG/TTG,M/L,Rv2429,ahpD,nonsyn,nonessential,no
lineage1,2731741,1009,G/A,337,CTG/TTG,L/L,Rv2435c,0,syn,nonessential,no
lineage1,2745739,0,G/A,0,./.,./.,0,0,inter,0,no
lineage1,2745839,300,G/A,100,GCC/GCT,A/A,Rv2446c,0,syn,nonessential,no
lineage1,2755112,1593,G/A,531,ATC/ATT,I/I,Rv2455c,0,syn,nonessential,no
lineage1,2759534,0,C/G,0,./.,./.,0,0,inter,0,no
lineage1,2764206,1086,A/G,362,GAT/GAC,D/D,Rv2462c,tig,syn,nonessential,no
lineage1,2773955,392,G/C,131,AGT/ACT,S/T,Rv2471,aglA,nonsyn,nonessential,no
lineage1,2791257,1238,A/T,413,ATT/AAT,I/N,Rv2484c,0,nonsyn,nonessential,no
lineage1,2809895,45,G/A,15,CTC/CTT,L/L,Rv2495c,bkdC,syn,nonessential,no
lineage1,2817158,1317,C/A,439,ATG/ATT,M/I,Rv2502c,accD1,nonsyn,essential,no
lineage1,2824432,162,G/A,54,ACC/ACT,T/T,Rv2508c,0,syn,nonessential,no
lineage1,2828104,0,C/T,0,./.,./.,0,0,inter,0,no
lineage1,2869242,0,T/C,0,./.,./.,0,0,inter,0,no
lineage1,2881244,0,A/G,0,./.,./.,0,0,inter,0,no
lineage1,2894594,83,G/A,28,GGC/GAC,G/D,Rv2570,0,nonsyn,nonessential,no
lineage1,2894642,131,A/G,44,GAA/GGA,E/G,Rv2570,0,nonsyn,nonessential,no
lineage1,2897528,276,G/A,92,GCC/GCT,A/A,Rv2572c,aspS,syn,nonessential,no
lineage1,2899890,552,G/T,184,CAG/CAT,Q/H,Rv2575,0,nonsyn,nonessential,no
lineage1,2925683,192,G/A,64,CTG/CTA,L/L,Rv2595,vapB40,syn,nonessential,no
lineage1,2926882,528,C/T,176,CGC/CGT,R/R,Rv2597,0,syn,nonessential,no
lineage1,2940608,5,C/T,2,AGC/AAC,S/N,Rv2612c,pgsA1,nonsyn,essential,no
lineage1,2948650,15,T/C,5,CGT/CGC,R/R,Rv2622,0,syn,nonessential,no
lineage1,2961099,1343,G/A,448,GCC/GTC,A/V,Rv2634c,PE_PGRS46,nonsyn,ND,no
lineage1,2987918,237,G/A,79,CGG/CGA,R/R,Rv2672,0,syn,nonessential,no
lineage1,2992564,65,G/A,22,TCG/TTG,S/L,Rv2676c,0,nonsyn,nonessential,no
lineage1,2993523,470,T/C,157,CAA/CGA,Q/R,Rv2677c,hemY,nonsyn,nonessential,no
lineage1,3015379,177,G/A,59,CCG/CCA,P/P,Rv2700,0,syn,essential,no
lineage1,3025431,0,C/T,0,./.,./.,0,0,inter,0,no
lineage1,3031285,253,A/T,85,TTG/ATG,L/M,Rv2719c,0,nonsyn,nonessential,no
lineage1,3053973,60,C/T,20,AGC/AGT,S/S,Rv2741,PE_PGRS47,syn,ND,no
lineage1,3074830,195,C/T,65,TAC/TAT,Y/Y,Rv2765,0,syn,nonessential,no
lineage1,3080282,176,C/A,59,GGT/GTT,G/V,Rv2770c,PPE44,nonsyn,ND,no
lineage1,3086261,494,T/C,165,CAG/CGG,Q/R,Rv2779c,0,nonsyn,nonessential,no
lineage1,3097349,391,C/T,131,CAG/TAG,Q/*,Rv2788,sirR,nonsyn,nonessential,no
lineage1,3114814,0,G/A,0,./.,./.,0,0,inter,0,no
lineage1,3137681,411,G/A,137,GTG/GTA,V/V,Rv2831,echA16,syn,nonessential,no
lineage1,3169993,731,A/G,244,CTG/CCG,L/P,Rv2858c,aldC,nonsyn,nonessential,no
lineage1,3188428,444,C/T,148,CCG/CCA,P/P,Rv2877c,0,syn,nonessential,no
lineage1,3190342,337,G/A,113,CCG/TCG,P/S,Rv2880c,0,nonsyn,nonessential,no
lineage1,3197917,369,G/A,123,GGC/GGT,G/G,Rv2888c,amiC,syn,nonessential,no
lineage1,3202629,210,C/T,70,CAC/CAT,H/H,Rv2893,0,syn,nonessential,no
lineage1,3214481,0,G/T,0,./.,./.,0,0,inter,0,no
lineage1,3229692,989,G/A,330,GCC/GTC,A/V,Rv2918c,glnD,nonsyn,nonessential,no
lineage1,3233605,535,G/A,179,CTG/TTG,L/L,Rv2921c,ftsY,syn,essential,no
lineage1,3241244,716,G/A,239,ACT/ATT,T/I,Rv2927c,0,nonsyn,essential,no
lineage1,3247089,1645,G/A,549,GGC/AGC,G/S,Rv2931,ppsA,nonsyn,nonessential,no
lineage1,3254758,3687,A/C,1229,CCA/CCC,P/P,Rv2932,ppsB,syn,nonessential,no
lineage1,3274545,474,G/A,158,CTG/CTA,L/L,Rv2938,drrC,syn,essential,yes
lineage1,3280132,2584,G/A,862,CGG/TGG,R/W,Rv2940c,mas,nonsyn,nonessential,no
lineage1,3293423,2931,A/G,977,GAT/GAC,D/D,Rv2946c,pks1,syn,nonessential,no
lineage1,3293601,2753,T/C,918,CAG/CGG,Q/R,Rv2946c,pks1,nonsyn,nonessential,no
lineage1,3295124,1230,C/T,410,CGG/CGA,R/R,Rv2946c,pks1,syn,nonessential,no
lineage1,3299413,542,G/A,181,GCC/GTC,A/V,Rv2948c,fadD22,nonsyn,nonessential,no
lineage1,3306594,0,T/G,0,./.,./.,0,0,inter,0,no
lineage1,3308446,100,T/C,34,ACT/GCT,T/A,Rv2955c,0,nonsyn,nonessential,no
lineage1,3312942,0,G/A,0,./.,./.,0,0,inter,0,no
lineage1,3326150,50,A/G,17,GAC/GGC,D/G,Rv2971,0,nonsyn,essential,no
lineage1,3351472,204,G/A,68,TGG/TGA,W/*,Rv2994,0,nonsyn,nonessential,no
lineage1,3365841,610,G/A,204,CCC/TCC,P/S,Rv3007c,0,nonsyn,nonessential,no
lineage1,3378828,174,C/A,58,TGG/TGT,W/C,Rv3019c,esxR,nonsyn,ND,no
lineage1,3401850,69,G/A,23,GAC/GAT,D/D,Rv3041c,0,syn,nonessential,no
lineage1,3406798,514,G/A,172,GCC/ACC,A/T,Rv3045,adhC,nonsyn,nonessential,no
lineage1,3407028,744,C/T,248,AAC/AAT,N/N,Rv3045,adhC,syn,nonessential,no
lineage1,3424462,966,C/T,322,CTG/CTA,L/L,Rv3061c,fadE22,syn,essential,yes
lineage1,3427632,390,C/T,130,GCC/GCT,A/A,Rv3063,cstA,syn,nonessential,no
lineage1,3431407,0,G/T,0,./.,./.,0,0,inter,0,no
lineage1,3442240,358,C/A,120,GAA/TAA,E/*,Rv3079c,0,nonsyn,nonessential,no
lineage1,3447480,947,A/C,316,CTC/CGC,L/R,Rv3082c,virS,nonsyn,nonessential,no
lineage1,3448714,211,G/C,71,GAC/CAC,D/H,Rv3083,0,nonsyn,nonessential,no
lineage1,3453382,458,C/T,153,GCG/GTG,A/V,Rv3087,0,nonsyn,essential,no
lineage1,3460765,1650,G/C,550,CCG/CCC,P/P,Rv3091,0,syn,nonessential,no
lineage1,3474597,591,C/A,197,GTC/GTA,V/V,Rv3106,fprA,syn,ND,no
lineage1,3479561,391,G/A,131,GAC/AAC,D/N,Rv3111,moaC1,nonsyn,essential,no
lineage1,3497586,1680,C/G,560,GCG/GCC,A/A,Rv3132c,devS,syn,essential,no
lineage1,3526986,1197,A/T,399,GCA/GCT,A/A,Rv3158,nuoN,syn,nonessential,no
lineage1,3530145,994,C/A,332,GAC/TAC,D/Y,Rv3161c,0,nonsyn,nonessential,no
lineage1,3533759,147,G/A,49,CCC/CCT,P/P,Rv3164c,moxR3,syn,nonessential,no
lineage1,3536008,50,G/T,17,CCG/CAG,P/Q,Rv3167c,0,nonsyn,nonessential,no
lineage1,3557634,712,G/A,238,CCG/TCG,P/S,Rv3191c,0,nonsyn,ND,no
lineage1,3597682,85,C/T,29,GTC/ATC,V/I,Rv3221c,TB7.3,nonsyn,nonessential,no
lineage1,3647591,219,A/G,73,AAT/AAC,N/N,Rv3266c,rmlD,syn,nonessential,no
lineage1,3661802,211,C/T,71,GGC/AGC,G/S,Rv3279c,birA,nonsyn,nonessential,no
lineage1,3670118,294,G/T,98,GGC/GGA,G/G,Rv3289c,0,syn,nonessential,no
lineage1,3671532,263,G/C,88,GCC/GGC,A/G,Rv3290c,lat,nonsyn,nonessential,no
lineage1,3671843,0,A/C,0,./.,./.,0,0,inter,0,no
lineage1,3672105,193,G/C,65,CAT/GAT,H/D,Rv3291c,lrpA,nonsyn,nonessential,no
lineage1,3678091,1317,G/A,439,CCG/CCA,P/P,Rv3296,lhr,syn,ND,no
lineage1,3683237,2727,G/T,909,GCC/GCA,A/A,Rv3299c,atsB,syn,nonessential,no
lineage1,3683715,2249,T/G,750,CAG/CCG,Q/P,Rv3299c,atsB,nonsyn,nonessential,no
lineage1,3687372,206,A/G,69,TTG/TCG,L/S,Rv3301c,phoY1,nonsyn,nonessential,no
lineage1,3704261,160,C/A,54,CTA/ATA,L/I,Rv3316,sdhC,nonsyn,nonessential,no
lineage1,3745483,7702,C/A,2568,GTG/TTG,V/L,Rv3347c,PPE55,nonsyn,ND,no
lineage1,3746845,6340,T/C,2114,ATC/GTC,I/V,Rv3347c,PPE55,nonsyn,ND,no
lineage1,3746854,6331,T/C,2111,ACC/GCC,T/A,Rv3347c,PPE55,nonsyn,ND,no
lineage1,3763539,3564,C/T,1188,GAG/GAA,E/E,Rv3350c,PPE56,syn,ND,no
lineage1,3770325,325,C/T,109,GCG/ACG,A/T,Rv3356c,folD,nonsyn,essential,no
lineage1,3774506,369,G/A,123,GGC/GGT,G/G,Rv3364c,0,syn,nonessential,no
lineage1,3793634,1234,A/G,412,TGC/CGC,C/R,Rv3379c,dxs2,nonsyn,nonessential,no
lineage1,3830566,954,G/A,318,TCC/TCT,S/S,Rv3411c,guaB2,syn,essential,no
lineage1,3847351,187,A/T,63,ATG/TTG,M/L,Rv3429,PPE59,nonsyn,ND,no
lineage1,3847562,398,G/A,133,GGA/GAA,G/E,Rv3429,PPE59,nonsyn,ND,no
lineage1,3847563,399,A/C,133,GGA/GGC,G/G,Rv3429,PPE59,syn,ND,no
lineage1,3847578,414,T/C,138,TAT/TAC,Y/Y,Rv3429,PPE59,syn,ND,no
lineage1,3847581,417,G/C,139,CAG/CAC,Q/H,Rv3429,PPE59,nonsyn,ND,no
lineage1,3851084,671,A/G,224,ATC/ACC,I/T,Rv3432c,gadB,nonsyn,nonessential,no
lineage1,3854899,0,T/C,0,./.,./.,0,0,inter,0,no
lineage1,3861914,37,C/T,13,GCC/ACC,A/T,Rv3442c,rpsI,nonsyn,nonessential,no
lineage1,3864041,491,G/A,164,GCG/GTG,A/V,Rv3446c,0,nonsyn,nonessential,no
lineage1,3868738,387,C/A,129,ATC/ATA,I/I,Rv3448,eccD4,syn,nonessential,no
lineage1,3876953,480,G/A,160,GTC/GTT,V/V,Rv3456c,rplQ,syn,nonessential,no
lineage1,3883467,0,A/G,0,./.,./.,0,0,inter,0,no
lineage1,3899654,749,C/A,250,CGC/CTC,R/L,Rv3480c,0,nonsyn,nonessential,no
lineage1,3913737,798,G/A,266,GCC/GCT,A/A,Rv3495c,lprN,syn,essential,yes
lineage1,3920109,753,G/T,251,ATC/ATA,I/I,Rv3501c,yrbE4A,syn,essential,yes
lineage1,3921094,947,C/T,316,CGT/CAT,R/H,Rv3502c,0,nonsyn,essential,no
lineage1,3958007,487,C/T,163,CAC/TAC,H/Y,Rv3521,0,nonsyn,nonessential,no
lineage1,3970112,770,C/T,257,ACG/ATG,T/M,Rv3532,PPE61,nonsyn,ND,no
lineage1,3974142,359,G/A,120,CCG/CTG,P/L,Rv3535c,hsaG,nonsyn,nonessential,no
lineage1,3979151,1093,T/A,365,TAT/AAT,Y/N,Rv3539,PPE63,nonsyn,ND,no
lineage1,3984926,520,G/A,174,CTG/TTG,L/L,Rv3545c,cyp125,syn,essential,yes
lineage1,3989107,0,C/T,0,./.,./.,0,0,inter,0,no
lineage1,3998895,916,G/A,306,GGC/AGC,G/S,Rv3558,PPE64,nonsyn,ND,no
lineage1,4003645,485,C/T,162,GCG/GTG,A/V,Rv3562,fadE31,nonsyn,nonessential,no
lineage1,4013076,660,G/A,220,GGG/GGA,G/G,Rv3571,kshB,syn,nonessential,no
lineage1,4014431,1782,C/T,594,CCG/CCA,P/P,Rv3573c,fadE34,syn,nonessential,no
lineage1,4019103,0,G/T,0,./.,./.,0,0,inter,0,no
lineage1,4022652,1152,G/A,384,AGC/AGT,S/S,Rv3580c,cysS1,syn,essential,no
lineage1,4024079,269,T/C,90,CAG/CGG,Q/R,Rv3581c,ispF,nonsyn,essential,no
lineage1,4026800,357,G/C,119,GCG/GCC,A/A,Rv3585,radA,syn,nonessential,no
lineage1,4040517,188,A/G,63,GTC/GCC,V/A,Rv3596c,clpC1,nonsyn,essential,no
lineage1,4057081,0,A/G,0,./.,./.,0,0,inter,0,no
lineage1,4058711,14,T/C,5,TTG/TCG,L/S,Rv3618,0,nonsyn,nonessential,no
lineage1,4069797,623,C/T,208,TCG/TTG,S/L,Rv3630,0,nonsyn,nonessential,no
lineage1,4077177,194,G/A,65,GGC/GAC,G/D,Rv3638,0,nonsyn,ND,no
lineage1,4081987,735,G/C,245,GCC/GCG,A/A,Rv3644c,0,syn,nonessential,no
lineage1,4081996,726,G/C,242,CCC/CCG,P/P,Rv3644c,0,syn,nonessential,no
lineage1,4083360,554,T/G,185,ATC/AGC,I/S,Rv3645,0,nonsyn,nonessential,no
lineage1,4085200,2058,G/C,686,GAC/GAG,D/E,Rv3646c,topA,nonsyn,essential,no
lineage1,4093719,88,G/A,30,GCG/ACG,A/T,Rv3652,PE_PGRS60,nonsyn,ND,no
lineage1,4096190,750,G/A,250,GCC/GCT,A/A,Rv3658c,0,syn,essential,no
lineage1,4101018,0,C/T,0,./.,./.,0,0,inter,0,no
lineage1,4106154,931,C/T,311,GAG/AAG,E/K,Rv3666c,dppA,nonsyn,essential,no
lineage1,4115029,129,G/A,43,GAC/GAT,D/D,Rv3673c,0,syn,nonessential,no
lineage1,4126087,649,T/G,217,TCC/GCC,S/A,Rv3684,0,nonsyn,nonessential,no
lineage1,4133907,392,G/A,131,CGC/CAC,R/H,Rv3692,moxR2,nonsyn,nonessential,no
lineage1,4137190,0,T/C,0,./.,./.,0,0,inter,0,no
lineage1,4142689,646,G/A,216,GAG/AAG,E/K,Rv3699,0,nonsyn,nonessential,no
lineage1,4155266,1527,C/G,509,GGC/GGG,G/G,Rv3710,leuA,syn,essential,no
lineage1,4163558,1253,G/C,418,AGT/ACT,S/T,Rv3719,0,nonsyn,nonessential,no
lineage1,4169719,114,C/T,38,GCC/GCT,A/A,Rv3724B,cut5b,syn,nonessential,no
lineage1,4187063,430,G/A,144,GGG/AGG,G/R,Rv3736,0,nonsyn,nonessential,no
lineage1,4189721,512,G/T,171,ACC/AAC,T/N,Rv3738c,PPE66,nonsyn,ND,no
lineage1,4190596,0,A/C,0,./.,./.,0,0,inter,0,no
lineage1,4201105,685,G/A,229,GAC/AAC,D/N,Rv3754,tyrA,nonsyn,nonessential,no
lineage1,4241042,1180,A/G,394,AAC/GAC,N/D,Rv3793,embC,nonsyn,essential,no
lineage1,4245969,2737,C/T,913,CCG/TCG,P/S,Rv3794,embA,nonsyn,essential,no
lineage1,4254347,0,T/A,0,./.,./.,0,0,inter,0,no
lineage1,4275935,1138,A/G,380,ATG/GTG,M/V,Rv3811,0,nonsyn,nonessential,no
lineage1,4276306,1509,C/T,503,GGC/GGT,G/G,Rv3811,0,syn,nonessential,no
lineage1,4277032,462,G/C,154,CAG/CAC,Q/H,Rv3812,PE_PGRS62,nonsyn,ND,no
lineage1,4280441,348,C/A,116,CCG/CCT,P/P,Rv3815c,0,syn,nonessential,no
lineage1,4281143,429,C/G,143,GTG/GTC,V/V,Rv3816c,0,syn,nonessential,no
lineage1,4281272,300,G/A,100,TAC/TAT,Y/Y,Rv3816c,0,syn,nonessential,no
lineage1,4296381,3225,G/T,1075,ACC/ACA,T/T,Rv3825c,pks2,syn,nonessential,no
lineage1,4303407,1602,A/C,534,AGT/AGG,S/R,Rv3829c,0,nonsyn,nonessential,no
lineage1,4306339,473,G/T,158,GCG/GAG,A/E,Rv3832c,0,nonsyn,nonessential,no
lineage1,4307344,478,C/G,160,CTG/GTG,L/V,Rv3833,0,nonsyn,nonessential,no
lineage1,4314843,720,G/A,240,GAC/GAT,D/D,Rv3842c,glpQ1,syn,nonessential,no
lineage1,4337574,798,A/G,266,GAA/GAG,E/E,Rv3860,0,syn,nonessential,no
lineage1,4338603,0,G/A,0,./.,./.,0,0,inter,0,no
lineage1,4344058,745,T/C,249,TCC/CCC,S/P,Rv3868,eccA1,nonsyn,essential,no
lineage1,4351759,685,G/C,229,GTG/CTG,V/L,Rv3873,PPE68,nonsyn,ND,no
lineage1,4357773,2010,G/A,670,ACC/ACT,T/T,Rv3879c,espK,syn,ND,no
lineage1,4357946,1837,C/T,613,GGC/AGC,G/S,Rv3879c,espK,nonsyn,ND,no
lineage1,4369499,672,G/A,224,CCC/CCT,P/P,Rv3886c,mycP2,syn,nonessential,no
lineage1,4375318,366,G/A,122,GAC/GAT,D/D,Rv3892c,PPE69,syn,ND,no
lineage1,4383442,199,T/C,67,ATC/GTC,I/V,Rv3897c,0,nonsyn,nonessential,no
lineage1,4390380,53,A/G,18,GTG/GCG,V/A,Rv3903c,0,nonsyn,nonessential,no
lineage1,4398732,2136,G/A,712,CTG/CTA,L/L,Rv3910,0,syn,essential,no
lineage1,4401400,531,A/G,177,CCA/CCG,P/P,Rv3912,0,syn,nonessential,no
lineage1,4407873,330,C/A,110,GTG/GTT,V/V,Rv3919c,gid,syn,nonessential,no
lineage1,4410386,30,G/T,10,CGC/CGA,R/R,Rv3922c,0,syn,nonessential,no
lineage1,4411016,0,G/A,0,./.,./.,0,0,inter,0,no
lineage1.1,84528,533,T/G,178,TTC/TGC,F/C,Rv0075,0,nonsyn,nonessential,no
lineage1.1,117295,7295,G/A,2432,AGC/AAC,S/N,Rv0101,nrp,nonsyn,essential,no
lineage1.1,177150,0,G/C,0,./.,./.,0,0,inter,0,no
lineage1.1,281208,1407,C/T,469,CCG/CCA,P/P,Rv0235c,0,syn,nonessential,no
lineage1.1,406389,2060,G/A,687,GCG/GTG,A/V,Rv0339c,0,nonsyn,nonessential,no
lineage1.1,423334,883,G/A,295,GAC/AAC,D/N,Rv0352,dnaJ1,nonsyn,essential,no
lineage1.1,705570,340,C/T,114,GTT/ATT,V/I,Rv0610c,0,nonsyn,nonessential,no
lineage1.1,765171,1802,C/T,601,CCG/CTG,P/L,Rv0668,rpoC,nonsyn,essential,no
lineage1.1,1545119,295,C/T,99,CCT/TCT,P/S,Rv1372,0,nonsyn,nonessential,no
lineage1.1,1619317,368,C/G,123,GGC/GCC,G/A,Rv1441c,PE_PGRS26,nonsyn,ND,no
lineage1.1,1814135,965,A/G,322,GAA/GGA,E/G,Rv1614,lgt,nonsyn,essential,no
lineage1.1,1839306,139,A/G,47,ATC/GTC,I/V,Rv1634,0,nonsyn,nonessential,no
lineage1.1,1854045,440,A/G,147,TAC/TGC,Y/C,Rv1644,tsnR,nonsyn,nonessential,no
lineage1.1,1943723,148,C/T,50,CTG/TTG,L/L,Rv1716,0,syn,nonessential,no
lineage1.1,2083610,1027,G/C,343,CTC/GTC,L/V,Rv1836c,0,nonsyn,nonessential,no
lineage1.1,2120953,478,C/G,160,GAG/CAG,E/Q,Rv1870c,0,nonsyn,nonessential,no
lineage1.1,2122826,326,G/A,109,ACC/ATC,T/I,Rv1872c,lldD2,nonsyn,nonessential,no
lineage1.1,2167983,2630,C/T,877,GGC/GAC,G/D,Rv1918c,PPE35,nonsyn,ND,no
lineage1.1,2342403,596,C/G,199,GCG/GGG,A/G,Rv2084,0,nonsyn,nonessential,no
lineage1.1,2349634,2421,C/T,807,ACG/ACA,T/T,Rv2092c,helY,syn,nonessential,no
lineage1.1,2517610,824,G/A,275,AGC/AAC,S/N,Rv2243,fabD,nonsyn,nonessential,no
lineage1.1,2705561,0,A/G,0,./.,./.,0,0,inter,0,no
lineage1.1,2989683,393,C/T,131,GCC/GCT,A/A,Rv2673,aftC,syn,essential,yes
lineage1.1,3064632,1560,G/A,520,GCC/GCT,A/A,Rv2752c,0,syn,nonessential,no
lineage1.1,3314243,880,G/A,294,CAA/TAA,Q/*,Rv2962c,0,nonsyn,nonessential,no
lineage1.1,3393361,0,C/G,0,./.,./.,0,0,inter,0,no
lineage1.1,3527483,1681,T/C,561,ACC/GCC,T/A,Rv3159c,PPE53,nonsyn,ND,no
lineage1.1,3815268,839,G/A,280,TCG/TTG,S/L,Rv3398c,idsA1,nonsyn,essential,no
lineage1.1,3961802,523,A/G,175,TAG/CAG,*/Q,Rv3525c,0,nonsyn,nonessential,no
lineage1.1,3967223,598,G/A,200,CAT/TAT,H/Y,Rv3530c,0,nonsyn,nonessential,no
lineage1.1,4024967,73,C/G,25,GTG/CTG,V/L,Rv3582c,ispD,nonsyn,essential,no
lineage1.1,4054364,333,C/T,111,CTG/CTA,L/L,Rv3614c,espD,syn,essential,yes
lineage1.1,4243848,616,G/A,206,GTG/ATG,V/M,Rv3794,embA,nonsyn,essential,no
lineage1.1,4286156,184,T/C,62,TTG/CTG,L/L,Rv3821,0,syn,nonessential,no
lineage1.1,4323302,0,T/C,0,./.,./.,0,0,inter,0,no
lineage1.1,4369848,323,G/A,108,CCC/CTC,P/L,Rv3886c,mycP2,nonsyn,nonessential,no
lineage1.1,4385937,372,C/T,124,AAG/AAA,K/K,Rv3900c,0,syn,nonessential,no
lineage1.1,4404247,1056,G/A,352,CTG/CTA,L/L,Rv3915,0,syn,essential,yes
lineage1.1.1,55069,1407,G/C,469,TTG/TTC,L/F,Rv0050,ponA1,nonsyn,nonessential,no
lineage1.1.1,192924,212,C/A,71,CGG/CTG,R/L,Rv0162c,adhE1,nonsyn,nonessential,no
lineage1.1.1,226929,52,C/T,18,CGC/TGC,R/C,Rv0194,0,nonsyn,nonessential,no
lineage1.1.1,278189,291,T/C,97,GAT/GAC,D/D,Rv0232,0,syn,nonessential,no
lineage1.1.1,289300,197,C/T,66,TCC/TTC,S/F,Rv0239,vapB24,nonsyn,nonessential,no
lineage1.1.1,313425,744,G/T,248,ATC/ATA,I/I,Rv0261c,narK3,syn,nonessential,no
lineage1.1.1,485631,1655,C/T,552,CCG/CTG,P/L,Rv0404,fadD30,nonsyn,essential,no
lineage1.1.1,529363,756,C/T,252,GTC/GTT,V/V,Rv0440,groEL2,syn,ND,no
lineage1.1.1,701867,462,C/T,154,GAC/GAT,D/D,Rv0605,0,syn,nonessential,no
lineage1.1.1,869893,0,G/A,0,./.,./.,0,0,inter,0,no
lineage1.1.1,870112,105,C/T,35,GCC/GCT,A/A,Rv0777,purB,syn,nonessential,no
lineage1.1.1,972653,1054,G/A,352,CCG/TCG,P/S,Rv0874c,0,nonsyn,nonessential,no
lineage1.1.1,1016131,734,C/A,245,CCG/CAG,P/Q,Rv0911,0,nonsyn,nonessential,no
lineage1.1.1,1023884,0,C/T,0,./.,./.,0,0,inter,0,no
lineage1.1.1,1039981,1068,T/C,356,AAA/AAG,K/K,Rv0932c,pstS2,syn,nonessential,no
lineage1.1.1,1131565,0,C/T,0,./.,./.,0,0,inter,0,no
lineage1.1.1,1254543,0,A/C,0,./.,./.,0,0,inter,0,no
lineage1.1.1,1261056,291,C/T,97,GGG/GGA,G/G,Rv1133c,metE,syn,essential,yes
lineage1.1.1,1399129,112,C/T,38,GCC/ACC,A/T,Rv1251c,0,nonsyn,nonessential,no
lineage1.1.1,1412686,793,G/A,265,GAC/AAC,D/N,Rv1264,0,nonsyn,nonessential,no
lineage1.1.1,1499293,1267,C/T,423,GGG/AGG,G/R,Rv1330c,pncB1,nonsyn,nonessential,no
lineage1.1.1,1550719,499,C/T,167,GAG/AAG,E/K,Rv1377c,0,nonsyn,nonessential,no
lineage1.1.1,1769780,1822,C/T,608,GAC/AAC,D/N,Rv1564c,treX,nonsyn,nonessential,no
lineage1.1.1,1887313,802,C/T,268,CAG/TAG,Q/*,Rv1663,pks17,nonsyn,essential,no
lineage1.1.1,1924765,937,T/C,313,TTA/CTA,L/L,Rv1699,pyrG,syn,essential,yes
lineage1.1.1,2063106,1623,C/T,541,CTG/CTA,L/L,Rv1819c,bacA,syn,nonessential,no
lineage1.1.1,2078024,2148,G/A,716,CCG/CCA,P/P,Rv1832,gcvB,syn,essential,yes
lineage1.1.1,2118897,1551,C/T,517,GCC/GCT,A/A,Rv1868,0,syn,nonessential,no
lineage1.1.1,2379732,0,A/G,0,./.,./.,0,0,inter,0,no
lineage1.1.1,2468471,241,G/T,81,GTA/TTA,V/L,Rv2203,0,nonsyn,nonessential,no
lineage1.1.1,2677910,182,G/A,61,GGA/GAA,G/E,Rv2385,mbtJ,nonsyn,nonessential,no
lineage1.1.1,2772960,76,G/A,26,CTG/TTG,L/L,Rv2469c,0,syn,nonessential,no
lineage1.1.1,2804817,1420,C/T,474,GGC/AGC,G/S,Rv2490c,PE_PGRS43,nonsyn,ND,no
lineage1.1.1,2907840,2359,T/G,787,ACC/CCC,T/P,Rv2583c,relA,nonsyn,nonessential,no
lineage1.1.1,2960857,1585,C/A,529,GGT/TGT,G/C,Rv2634c,PE_PGRS46,nonsyn,ND,no
lineage1.1.1,3021283,711,G/A,237,CGG/CGA,R/R,Rv2707,0,syn,essential,yes
lineage1.1.1,3030382,0,G/A,0,./.,./.,0,0,inter,0,no
lineage1.1.1,3120278,0,C/T,0,./.,./.,0,0,inter,0,no
lineage1.1.1,3220545,1154,C/T,385,TGG/TAG,W/*,Rv2913c,0,nonsyn,nonessential,no
lineage1.1.1,3221093,606,C/T,202,GAG/GAA,E/E,Rv2913c,0,syn,nonessential,no
lineage1.1.1,3260430,4746,C/T,1582,ACC/ACT,T/T,Rv2933,ppsC,syn,nonessential,no
lineage1.1.1,3330725,637,C/T,213,GCC/ACC,A/T,Rv2974c,0,nonsyn,nonessential,no
lineage1.1.1,3330952,410,T/G,137,CAG/CCG,Q/P,Rv2974c,0,nonsyn,nonessential,no
lineage1.1.1,3451002,83,A/G,28,GAG/GGG,E/G,Rv3085,0,nonsyn,nonessential,no
lineage1.1.1,3629776,612,A/G,204,CGT/CGC,R/R,Rv3249c,0,syn,nonessential,no
lineage1.1.1,3657710,380,C/G,127,GGG/GCG,G/A,Rv3274c,fadE25,nonsyn,nonessential,no
lineage1.1.1,3683282,2682,C/T,894,GAG/GAA,E/E,Rv3299c,atsB,syn,nonessential,no
lineage1.1.1,3774077,79,T/A,27,ACC/TCC,T/S,Rv3362c,0,nonsyn,nonessential,no
lineage1.1.1,3813364,715,C/T,239,GCG/ACG,A/T,Rv3396c,guaA,nonsyn,essential,no
lineage1.1.1,3883444,0,T/G,0,./.,./.,0,0,inter,0,no
lineage1.1.1,3938875,383,T/C,128,TAC/TGC,Y/C,Rv3510c,0,nonsyn,nonessential,no
lineage1.1.1,4177882,3010,C/A,1004,CTG/ATG,L/M,Rv3728,0,nonsyn,nonessential,no
lineage1.1.1,4182492,735,G/A,245,GCG/GCA,A/A,Rv3731,ligC,syn,nonessential,no
lineage1.1.1,4218940,92,G/T,31,GGG/GTG,G/V,Rv3774,echA21,nonsyn,nonessential,no
lineage1.1.1,4222852,159,G/C,53,CCG/CCC,P/P,Rv3777,0,syn,nonessential,no
